,type,text
321,Command,"[ 0.04627498  0.08489364  0.0436076   0.03735331  0.1006308  -0.04409871
  0.21852604  0.22056861 -0.17028117 -0.12133557  0.15573554  0.15287104
  0.13161226 -0.16709475 -0.01990758  0.04495209 -0.20867407  0.17269748
  0.04412562 -0.21518445  0.05079961  0.24237835  0.10587834  0.16637811
  0.17540677 -0.13626067  0.05611213  0.03229983  0.18861158 -0.0290557
 -0.03303454  0.2527585  -0.06827787  0.11943737  0.09419569 -0.10307916
  0.26551044  0.16814275  0.05386036 -0.035812   -0.26206106  0.04203936
  0.08528449  0.07687846  0.1982699  -0.04817993 -0.04035636  0.06912567
  0.04894805  0.10429587 -0.23385075 -0.01083043  0.01364186  0.00471149
 -0.11378743 -0.02167446  0.14568274  0.05076406  0.18786795  0.10932912
 -0.21828184 -0.01190341 -0.0108532   0.03237147  0.11744718  0.0046522
  0.0015563  -0.04216356  0.18093602  0.08044942 -0.02882829 -0.10047822
 -0.00541629  0.03674382  0.12785117 -0.11219104 -0.10402994  0.10961326
 -0.01532579  0.03403903  0.16479138 -0.2048442   0.04901728  0.06315325
 -0.11259897  0.1011093  -0.19363366  0.31682506  0.08077654 -0.07254805
  0.00221235  0.16140267 -0.03569226  0.0771881   0.07203339 -0.07596608
  0.00650054  0.01331244  0.05081257  0.10046854]"
322,Request,"[ 0.06402141 -0.0697455   0.00513289  0.14607449 -0.13562198 -0.00161924
  0.03715552  0.01825054 -0.04981663  0.0421383  -0.31586614  0.16815576
 -0.02405672 -0.11033477 -0.03724464 -0.21588242  0.00791267  0.02852354
 -0.07346635  0.29442072  0.13951626  0.00823965  0.08544172  0.1376276
 -0.08991303  0.06157207  0.2042087  -0.25964057 -0.0803691  -0.10810562
 -0.00870398  0.00904609  0.16674368 -0.01894787 -0.0299218  -0.03864846
 -0.00853691  0.29545325  0.06288517 -0.05166569 -0.32264176  0.15166363
  0.06356738 -0.13697278  0.35056895  0.14910072  0.15194745 -0.0516664
 -0.01852212  0.05933952 -0.13704236 -0.05388816  0.1264287   0.1646189
 -0.08771375 -0.06556     0.07385875  0.07323319  0.04056534 -0.04228473
 -0.06297871  0.1072849   0.01506879  0.05952907  0.18270285 -0.24147555
 -0.03312026  0.18265522  0.19226472 -0.08163365 -0.07712954 -0.10836152
  0.03922176  0.04350656  0.11088111  0.03883818  0.20120843 -0.19229284
  0.28466207  0.10228054  0.14382978  0.09425852  0.04676967 -0.01448048
 -0.07382258 -0.21914092 -0.06968398  0.24780127 -0.00060639 -0.13720064
  0.05148309  0.006704    0.17215665 -0.18128695  0.03214591 -0.09000881
  0.00953204  0.09993117 -0.08202907 -0.18478782]"
323,IndirectCommand,"[-0.01254709  0.08260965  0.15149935  0.01276278  0.08748557 -0.11395691
  0.15630588  0.05297562  0.08259326 -0.08785015  0.04850204  0.05166073
 -0.02112328 -0.06934154 -0.04749286 -0.17409886 -0.05597758 -0.27226815
  0.0314975  -0.23847158  0.09593771  0.10772298  0.33568135  0.15235868
  0.01833846 -0.14871056 -0.04846692 -0.09973571  0.12962142 -0.13204424
  0.0156292   0.20659216  0.158692   -0.0159272   0.11359539 -0.08149396
  0.0503903   0.28478116  0.08258212  0.14961347 -0.03407114  0.15845138
 -0.14009336 -0.03416668  0.19186227  0.02120798  0.0118118  -0.14987524
 -0.01020883  0.12019012 -0.11174343 -0.2820775   0.14448948  0.06248552
 -0.13265756  0.19270158  0.14957175 -0.06889012 -0.07871825 -0.1902212
 -0.02353573 -0.14411277  0.06299172  0.04950728 -0.00740119 -0.36862126
 -0.1649827   0.07659449  0.31904754 -0.24760742  0.09843279 -0.05077293
  0.20657301  0.12331357  0.00952249  0.05291703  0.00946923  0.05458527
  0.03079514  0.16208431  0.03693403 -0.28319195  0.03699618  0.05539741
 -0.034871    0.08919941  0.00636791  0.25069004  0.03241764 -0.15432774
  0.00774865  0.14609352  0.02905098 -0.06963053  0.12456675 -0.076561
  0.1709979  -0.01615908  0.3297842   0.14035076]"
324,Command,"[-1.15462914e-01  4.61956859e-02  1.19210146e-02  1.92138162e-02
  1.41898260e-01  4.35902327e-02  8.17305222e-02  3.02029729e-01
 -4.91954992e-03  1.05094396e-01  3.94563287e-01  1.71532005e-01
  1.73293307e-01 -2.04060361e-01 -9.47820395e-02 -1.63615257e-01
  1.01554152e-02  7.18599632e-02  1.28362224e-01 -1.63891479e-01
 -5.21000009e-03  1.27820924e-01  1.80354059e-01  1.78949982e-01
  7.23721981e-02 -1.62834078e-01  1.88342422e-01 -4.51161563e-02
  2.58835822e-01 -1.14052430e-01 -1.21404380e-02 -3.08627840e-02
  4.42051282e-03  1.22946694e-01  2.66682237e-01  7.78929610e-03
  1.37181446e-01  5.86209781e-02  1.54316276e-01 -1.68495819e-01
 -1.44605100e-01  3.31345499e-02  4.99691740e-02 -8.96285474e-02
 -1.74470946e-01  3.40953022e-02 -1.98944449e-01 -9.82332509e-03
  2.21802637e-01 -9.49453562e-02 -1.46438003e-01 -2.06881426e-02
  7.24958554e-02 -8.43822927e-05 -1.69781893e-01  1.53875589e-01
  1.30808756e-01 -1.86818969e-02 -8.80546123e-02  8.80062133e-02
  6.87879100e-02 -8.00853148e-02  3.66063602e-02  1.29321009e-01
  1.12845041e-01 -2.49262288e-01  6.85974956e-02  6.39834031e-02
 -1.35099947e-01 -2.35690214e-02 -9.74670798e-02 -1.26142025e-01
 -2.57152307e-04  1.24096990e-01  2.59393565e-02 -1.47345677e-01
  1.69602111e-01 -1.33968862e-02 -1.19980775e-01  2.05883682e-02
  1.70259550e-01 -4.57952637e-03 -1.32529568e-02 -2.49245852e-01
  2.86691282e-02  5.91957681e-02  4.12884355e-02  3.27469349e-01
  2.09050141e-02  5.62008806e-02  2.38430351e-02  2.15729669e-01
  1.35419369e-02  1.42330170e-01  5.81147783e-02 -4.35701571e-02
  2.03011230e-01  4.67456616e-02 -6.25400692e-02 -6.73865229e-02]"
325,Request,"[-1.78055346e-01  9.05636176e-02 -3.38801369e-02 -1.44012332e-01
 -1.38367862e-01 -9.15061217e-03  1.21543631e-01 -1.16362885e-01
  3.82644534e-02 -2.96383560e-01 -8.55122656e-02 -8.19767714e-02
 -1.06406830e-01 -1.36392117e-01 -3.44359696e-01 -1.86881632e-01
 -1.34595662e-01 -8.07071924e-02  2.67550588e-01 -7.60012120e-02
  5.17572351e-02 -2.07676105e-02  1.31994218e-01  8.37435424e-02
  5.31014279e-02  3.33544686e-02  4.76313829e-02 -2.05063701e-01
  1.04091212e-01 -2.14000233e-02  2.92745173e-01  6.24710619e-02
  1.70953929e-01  1.73989505e-01  5.87932840e-02  7.18065817e-03
  2.85953283e-02  7.01249167e-02 -8.13676696e-03 -4.40471880e-02
 -8.57106969e-02  1.10260986e-01  6.19527511e-03 -7.90136680e-02
  2.00965554e-01  1.05179086e-01  3.09517570e-02 -7.69099873e-03
  7.40833133e-02  1.03699185e-01  1.35533363e-02 -1.60593599e-01
  1.12046458e-01  5.04183769e-02  4.61459681e-02  4.21146043e-02
  2.81684339e-01  1.46245852e-01 -1.77212685e-01 -4.04282920e-02
  3.14097464e-01 -4.26778868e-02  1.14923760e-01  4.98924255e-02
  7.81195164e-02 -1.66534990e-01  1.39451370e-01  9.43159834e-02
  2.15160698e-01 -2.04741627e-01 -7.09701329e-02  6.87652379e-02
  1.84659198e-01  3.11034136e-02 -3.34133245e-02  1.10604323e-01
 -6.72542378e-02 -5.21165058e-02  1.51105672e-01 -7.18518272e-02
  1.78191155e-01 -1.06461301e-01  1.63015276e-01 -4.52786699e-05
 -1.13788441e-01 -8.32763538e-02  3.93080711e-02  7.80061483e-02
  1.74190193e-01 -1.28789335e-01  1.34654149e-01  3.28724086e-02
  1.89776734e-01 -3.74100208e-02 -6.85950369e-02 -2.06582956e-02
  1.74585834e-01  2.31546670e-01  1.30387098e-01  1.73198339e-02]"
326,Command,"[ 0.14368764  0.20280798 -0.00717573 -0.20666508  0.18214497 -0.22527814
 -0.06852809  0.2576027  -0.0219296  -0.19657536  0.17613092 -0.08245537
  0.03320309 -0.11247259 -0.1220064   0.03124231  0.1294915  -0.00514153
  0.03419995 -0.20029321  0.18494806  0.22668862 -0.12646171  0.23519616
  0.18667883 -0.02249122  0.08421879 -0.03929907  0.20401447 -0.10394983
 -0.19531295  0.16758558 -0.17879978  0.09399658 -0.19416372 -0.06182849
 -0.08757116  0.19951454 -0.02289678  0.02114901 -0.17509644  0.2238313
  0.05719543 -0.12830238 -0.13384892  0.11961886 -0.00368116  0.05162447
  0.08163998 -0.08823635 -0.11590383  0.06343558 -0.01260296 -0.28618354
 -0.14935365  0.00842239  0.11801213 -0.04522617 -0.02725933  0.09791891
 -0.00097943 -0.10953313 -0.08918265  0.23349252  0.00348605 -0.21792567
  0.242071    0.05425506  0.00249741 -0.07286103 -0.16458495 -0.02088932
  0.13400526  0.1632649   0.13984749  0.09542266  0.19391353  0.00207026
  0.1870538   0.08519212  0.08339335 -0.00689691  0.01996669 -0.16631892
 -0.18796337  0.03746034 -0.02240165  0.17192821  0.04075577  0.03071498
  0.07119076  0.05389427 -0.0618134  -0.01322514 -0.02359062 -0.1015173
  0.12828821  0.16391373 -0.41523504 -0.30284888]"
327,Command,"[-3.47197130e-02  1.17519796e-02  5.05248494e-02  3.69998813e-02
 -1.50420368e-01 -5.50514273e-02  3.23530324e-02  1.29525010e-02
  5.36765624e-03 -3.34323019e-01 -5.35545945e-02 -3.08908820e-02
 -1.31827176e-01 -6.20240569e-02 -7.57815614e-02 -1.95918024e-01
 -1.03745006e-01 -5.98664396e-02  3.34333926e-02  8.19017515e-02
  4.95963581e-02 -7.50826150e-02  4.20443574e-03  1.18991658e-01
  5.66426814e-02  8.98320824e-02 -5.71388230e-02 -5.35636134e-02
  4.79492582e-02 -1.98433012e-01  4.71829847e-02  8.48826766e-03
  8.32116455e-02  1.35785371e-01  1.14515759e-01 -4.34106179e-02
 -1.18315056e-01  1.40735760e-01  5.89146130e-02 -4.13247384e-02
 -1.94707245e-01  4.72676270e-02 -1.59075901e-01  2.64318325e-02
  8.43860507e-02  1.26245528e-01 -1.49015635e-02 -6.58187047e-02
  1.25500321e-01 -1.38130607e-02 -1.43994123e-01 -1.70292169e-01
  2.41079684e-02  4.40460481e-02  8.33331496e-02  4.49895188e-02
  1.69603422e-01  3.91590409e-02  8.75851661e-02 -1.77763849e-02
  4.54288498e-02  1.28860325e-01  1.08273447e-01  1.32092256e-02
  8.35756510e-02 -1.65068895e-01 -2.60009174e-03  9.41396058e-02
  3.25089514e-01 -1.01199463e-01 -1.97101161e-01  5.16436398e-02
  1.57435924e-01  2.76176389e-02  8.95127058e-02  2.37641875e-02
 -4.33297083e-02  1.12674292e-02  2.50001520e-01 -7.27575738e-03
  5.12420535e-02 -1.80498332e-01  2.32157540e-02  1.23006538e-01
  7.24750832e-02  1.24207318e-01 -4.55676503e-02  7.53529519e-02
  8.90220329e-02  6.09243438e-02 -1.29443318e-01  1.54877782e-01
  5.78943193e-02  6.27239654e-03 -1.25464886e-01  1.10517247e-02
  1.09872982e-01 -2.16102526e-02 -3.35388780e-02 -1.39573211e-04]"
328,Command,"[-0.08834631  0.07004356 -0.0265292  -0.06014623  0.05008841 -0.0481837
  0.23714826  0.19075271  0.09074437 -0.02212077  0.1010318  -0.06858829
  0.15080108 -0.01435824 -0.02303476  0.10751848 -0.0475338  -0.04401831
 -0.14743589  0.05395005  0.24388154  0.10982307  0.0174181   0.1610112
 -0.08857391  0.09263822  0.08848649 -0.08851273  0.02252357 -0.02559362
  0.12977682  0.10311402  0.12261103  0.10661099  0.12441616  0.00859049
  0.08758407  0.1732785  -0.06634761 -0.15903702 -0.21390058  0.13866712
 -0.09547628 -0.06329966  0.1384822   0.10287239 -0.02516399 -0.11210658
  0.25651658 -0.18767352 -0.16701068  0.05768764  0.0004562  -0.03021016
  0.03496265  0.04102237  0.00800549  0.09470608  0.19070722 -0.01129739
  0.05692563  0.11376997  0.11490067  0.0308679   0.25319365 -0.17590001
  0.11223177  0.21079409  0.2003825  -0.10317336 -0.32439545 -0.03281351
  0.10379737 -0.01572908  0.06040353  0.01146682 -0.01643993 -0.01103692
  0.14240073  0.05771849  0.1383456   0.03780959  0.06137419 -0.00166926
 -0.032086    0.01331135 -0.04303741 -0.06899462  0.12473083 -0.04715786
 -0.02928456 -0.04412254  0.0510358  -0.06011905  0.11623056 -0.16772339
  0.29091984  0.05597755 -0.06982612 -0.05728987]"
329,Request,"[-0.04582198 -0.03382933 -0.0016872  -0.04417687 -0.02359725 -0.12570958
  0.17675902 -0.20142817 -0.00224205 -0.05889336  0.1393166  -0.03776802
  0.26902583 -0.10085946  0.11396765  0.07998755 -0.13100308  0.02651175
 -0.0480942  -0.11192483  0.12089646 -0.00517899  0.10019631  0.08864295
 -0.0331154  -0.17612131 -0.09266437 -0.05328472  0.02099616 -0.00614244
  0.03203567  0.10611124 -0.07605418  0.01631012  0.10228954  0.02959078
  0.04299604  0.20414282 -0.07810508 -0.14992326 -0.10107321  0.0034472
 -0.01242232  0.07950069  0.19987512  0.11744993  0.00551156  0.05489476
  0.01207173 -0.01985745 -0.16657141 -0.08942502  0.17303728  0.07855769
 -0.15797938  0.01704075 -0.0585823   0.10756455  0.0944879  -0.03975065
  0.07422853 -0.02727965  0.13161035  0.01389889  0.02890711  0.02940204
  0.00731343 -0.01040245  0.21441169 -0.15480946 -0.27547786  0.04265347
 -0.12405265 -0.03459291  0.03352349  0.03613228 -0.01909352 -0.07971603
  0.02054296 -0.03192988  0.09565615 -0.03775085 -0.02800656  0.03117456
 -0.25612864  0.05280361 -0.13685508  0.08923286  0.11871591  0.19906317
  0.05945502  0.01526495  0.1449853  -0.05713067  0.02732382 -0.04162243
  0.02750246 -0.08901435  0.15696554  0.09404377]"
330,Command,"[ 0.07413692  0.06915604  0.00679045  0.14264129  0.01719268 -0.07811851
  0.2609416   0.09769946  0.01329512  0.11176804 -0.04995216  0.24690096
  0.22044307 -0.12705074 -0.16578656 -0.10030276 -0.09383217 -0.05381158
 -0.02334532 -0.11908021  0.1321486   0.03031654  0.26894906  0.01548845
 -0.0193393   0.0303954  -0.0070228   0.04033522  0.1802709  -0.00407841
 -0.1393192   0.22682488 -0.03303593  0.06900894  0.02666081 -0.02830788
  0.18031901  0.25608802  0.04443754  0.04019628 -0.22082345  0.00570953
  0.17014955 -0.01218839  0.28839254 -0.06703225 -0.13780701  0.03446071
 -0.08467413  0.00455118 -0.10682807 -0.11804726  0.10372069  0.09810529
 -0.20201398  0.00194025  0.10773977 -0.06180439  0.0630323  -0.07079541
 -0.05463662  0.10485386 -0.10581049  0.07243928  0.06025406 -0.21339285
 -0.14095913 -0.01210432  0.2387654  -0.11009038 -0.14182341 -0.06709933
  0.05289307  0.1022391   0.06686112 -0.0759891   0.19644989 -0.05612633
  0.0925803   0.14311242  0.07740739 -0.18667126  0.08751374  0.09125826
 -0.04257056 -0.07584902 -0.14385642  0.20013255  0.11076842 -0.08423499
  0.01519683  0.14770651 -0.0596513   0.05755933 -0.0172323  -0.05314947
 -0.08451328  0.16110067  0.08683491  0.01894142]"
331,Command,"[ 0.05334355  0.27821475 -0.08629758  0.10139652 -0.01738424 -0.15722248
 -0.16599499  0.19890541 -0.10210589 -0.16774134  0.0140773  -0.03829572
  0.1815641  -0.0034767  -0.16819334 -0.47850785  0.08982625 -0.28334787
 -0.02532461  0.10866591 -0.10410309 -0.04675156  0.02950756 -0.02739275
  0.02986593  0.25957814  0.13732913 -0.00745597  0.28784263  0.17747688
 -0.04420631  0.30450854 -0.07101434  0.15582673  0.04724375 -0.00231321
  0.06241375  0.22568005 -0.01842295  0.12172879 -0.46230188  0.15426463
 -0.21786816 -0.27536103  0.15274127  0.03922079 -0.05560302 -0.1906377
  0.30042812  0.23215048 -0.09081534 -0.05846402  0.00644823 -0.12273674
  0.2545739   0.01221993  0.23443133  0.1677584  -0.07425523  0.16077314
 -0.20862661 -0.07172283 -0.3047628   0.1085045   0.35326958 -0.02043585
 -0.16468877  0.30922583  0.4735895  -0.23337042 -0.06278386 -0.02470836
  0.34965     0.26411256  0.14939718  0.16816056  0.05066091  0.07338774
  0.02839175  0.04408149  0.23103736 -0.08195338 -0.07762814  0.15326649
  0.00425536  0.04435478 -0.12998426  0.00832979  0.12758817  0.13487871
 -0.09071886 -0.01134099  0.0658575  -0.21809538 -0.2322133  -0.10959851
  0.24247693  0.02576959 -0.12305946 -0.16111387]"
332,Command,"[-0.03311643  0.00232846  0.05107646 -0.10205905  0.08409031 -0.0210938
 -0.00302212 -0.05074071  0.0121704  -0.05033527  0.08266304  0.08316083
  0.03761769 -0.03713226  0.04036419  0.00456324  0.15148726 -0.01555269
 -0.02602157 -0.0883562   0.05441542  0.27163747  0.08286886  0.08480777
 -0.04932133 -0.1307743   0.02379712  0.02792583 -0.02233602 -0.00475543
  0.02135285  0.04279627 -0.01384949  0.02774076  0.0375483  -0.06908581
  0.04732232  0.14914711  0.0644145  -0.0264419  -0.21030779  0.03973565
  0.00516719  0.04464822 -0.0126583   0.23262425  0.01409945 -0.13513622
  0.05038577  0.04281989 -0.09617615  0.11880793 -0.01587314 -0.01762189
 -0.08080985  0.11296552  0.00527846 -0.0981776   0.12954217  0.11331589
  0.09157819  0.02811904 -0.05892227  0.02568499  0.17658104 -0.02887457
 -0.02609523  0.13656108  0.12133439 -0.12134664 -0.10861764 -0.01795125
 -0.04008    -0.11313926  0.03142897 -0.05504113  0.00870727  0.00719144
  0.07109532 -0.00157683  0.10204969 -0.03835233  0.08034734 -0.08300989
 -0.01564335 -0.03225007 -0.01444842  0.2260522   0.09741445  0.04010765
  0.06583118 -0.07503361  0.06636135 -0.07067056  0.21967177 -0.00644206
  0.02368321  0.03400394 -0.02026144  0.02130476]"
333,Request,"[-0.06738202 -0.1307396  -0.20213707 -0.12302106 -0.05523766 -0.1605024
  0.0198404   0.20045865  0.04301193 -0.18550238 -0.09032415 -0.01558159
 -0.1107754  -0.12568498 -0.01367977 -0.0897101   0.00527598 -0.1218221
 -0.00732594  0.0144261   0.0570588   0.01989823 -0.18060412  0.12830609
 -0.14050853  0.01229022  0.09754363 -0.05121164  0.00484755  0.11144543
  0.2014077   0.07318931  0.14438891  0.09235426 -0.08623428 -0.0859067
  0.06002706  0.21066795  0.13052526 -0.09627678 -0.3376258   0.23180503
 -0.10288068 -0.3680939   0.19572714  0.11338724 -0.00165488  0.07261971
  0.03593038 -0.03659946  0.05660394  0.0303603  -0.14693089  0.03111379
  0.05752892 -0.1265248   0.21483228  0.09879108  0.12507957 -0.0072874
  0.03490883  0.02030767 -0.00124677 -0.14251308 -0.06639595 -0.00559898
  0.07961695  0.30421185  0.17719822 -0.1291819  -0.09486541  0.08923062
  0.22792107  0.02129265  0.20331219  0.18955538  0.05164088  0.09339444
  0.34614816  0.07488678  0.22560875  0.05088918  0.27219015  0.17771314
 -0.19469869  0.02557295 -0.04409271  0.04366811  0.19831988  0.09987956
  0.07059265  0.20257263  0.01000957 -0.06130496  0.00841692 -0.12393421
  0.18375765  0.10202707 -0.11724218  0.12913734]"
334,Command,"[-0.01186093  0.08100247  0.16267504 -0.21406633  0.44443798 -0.16561028
  0.166165    0.06648325  0.18493624 -0.16287963  0.35382882  0.04476956
 -0.1426003   0.2748884  -0.19313686 -0.25500497 -0.34748623 -0.09283337
  0.18528172 -0.04059055 -0.01891341  0.08495165  0.02113488  0.16472653
  0.1760371  -0.2027968   0.06711723  0.08241704  0.04693496 -0.02029421
 -0.16780397  0.12765403  0.06204294  0.11793114  0.14642683  0.04052772
  0.16034415  0.29244033  0.06169416  0.17765534 -0.29679045  0.06092747
 -0.17949072 -0.21845505 -0.11097204 -0.0409632  -0.04510943 -0.3529206
  0.22923583 -0.13673219 -0.20019402 -0.06293772  0.05063643 -0.10747616
  0.13968463 -0.03920438  0.11444854 -0.18055311  0.11258601  0.12151706
 -0.31190538  0.06466392  0.08517299  0.00740038 -0.16512842 -0.17900687
 -0.16914769  0.16355887  0.5008734  -0.11512736 -0.04158281 -0.23380172
  0.13261801  0.2094745   0.2573344  -0.03381616  0.10347059  0.24498853
  0.08517626 -0.0757676   0.12969925  0.11094562  0.07584557  0.21106254
  0.12900193  0.09423795 -0.26374575 -0.18030831  0.17318006 -0.1072064
 -0.02658505  0.15624756  0.14852554  0.12250396 -0.23878801  0.01246968
  0.28921276 -0.00559635  0.2570429  -0.09978524]"
335,Command,"[ 0.19279468  0.3007119  -0.00092014 -0.09298033  0.11792785 -0.30570927
  0.12858821  0.14577858 -0.14691108 -0.20663142 -0.12021452  0.19891076
  0.16226645  0.01401997 -0.12398843 -0.1437455  -0.01831309 -0.16439581
 -0.04326828 -0.16580802 -0.20393671 -0.2237035  -0.03943804  0.02001633
 -0.06743135 -0.23879266  0.45808473  0.22244541 -0.06949002  0.03361348
 -0.10508382  0.18515535  0.20612453 -0.08642917 -0.04264249 -0.21976562
  0.03366451 -0.0157252   0.124883    0.04044333 -0.1682626  -0.16469906
  0.00368209 -0.03808006  0.12448701  0.00945219  0.05218516  0.01801051
 -0.11481201  0.03280374 -0.26426518 -0.1926351   0.19683178 -0.22196652
 -0.19376208  0.20875466  0.13769874 -0.07753207  0.17914927 -0.03605764
 -0.24605016 -0.12840034 -0.08856931  0.05400096 -0.03003977 -0.19413914
  0.09187784  0.44198343  0.34867927 -0.06391355 -0.08897609 -0.4586563
  0.31452358  0.0270099  -0.13499713  0.0401294   0.20738173 -0.03821257
  0.06157203  0.06237992  0.30478755  0.25409618  0.03092575 -0.08558092
 -0.05395151  0.02401551  0.02455348  0.14039817  0.28724846 -0.068305
  0.29143062  0.2941216   0.02922483  0.1438687   0.09140709  0.0310013
 -0.1963821   0.13774474 -0.00159215 -0.07525101]"
336,Command,"[ 0.18423209  0.01938948 -0.08252421 -0.05841636  0.02583336 -0.02561847
  0.18542892  0.00916003  0.00490113 -0.11253847 -0.08398817  0.1941765
  0.08320117  0.05241487 -0.04185122 -0.12975319  0.00091436 -0.11569633
 -0.04918799  0.10775793  0.12772477 -0.01569651 -0.04355043  0.06700023
  0.06429342  0.03299014  0.04994298 -0.06458217  0.147221   -0.09074077
 -0.14500587  0.14039458 -0.12557273  0.11387862  0.02355006  0.05312723
  0.08805119  0.12142079 -0.06391485 -0.13297962 -0.3337786   0.03950475
 -0.19640267 -0.02644821  0.14778727  0.03502239  0.08774501 -0.03980355
 -0.09287302  0.16272447  0.00504727 -0.19280218  0.08230511  0.14745185
 -0.08643387 -0.10790592  0.16450876 -0.01241294  0.09284781  0.04185198
 -0.07926565  0.10827325 -0.12593877  0.12326933  0.10765949 -0.12948214
  0.04294363  0.03183454  0.20027362 -0.15087251  0.05320339 -0.00469022
  0.11433598  0.07920442  0.17692998 -0.03592145  0.05440557  0.04009065
  0.24662375  0.04284809  0.15182403 -0.19230306  0.1576113   0.1166416
 -0.05004621 -0.02711535 -0.08294553  0.0045607   0.21190137 -0.01988424
 -0.02846491  0.03619536  0.06384709  0.13395292 -0.11588128 -0.07491283
  0.01015925  0.01630317 -0.17554715  0.04784324]"
337,Command,"[ 0.04067082  0.2667824   0.3008142  -0.17049196  0.040618    0.1205822
  0.44891465 -0.08977672 -0.39463896  0.08424369  0.19860408  0.2428534
  0.19513696 -0.0376253  -0.13182242 -0.10765857 -0.15259634  0.23125453
  0.11006836 -0.36671418  0.18787426  0.05673804 -0.10189655 -0.0701207
 -0.03428541 -0.13154587  0.41149026 -0.11821795  0.12368219 -0.00957637
 -0.14636981  0.2816173   0.1189357   0.60667557  0.25265187 -0.09378347
  0.4561975   0.2655381   0.23686266  0.11943144 -0.1472421  -0.10520493
  0.04742563 -0.08562473  0.02675824  0.07199041 -0.10282874 -0.21145302
 -0.2983255   0.22504109  0.15691075  0.21043415  0.07763254 -0.22806317
 -0.19976175  0.14453788 -0.06776044  0.1349417   0.18842345  0.37253344
 -0.05832085  0.01177872 -0.07506279  0.07509058 -0.14133504  0.10454132
  0.12474724  0.25699288  0.32174143  0.03983589 -0.10419619 -0.10180214
  0.03848115 -0.05837216 -0.05777448 -0.27546957 -0.10527106  0.13282989
 -0.0865723   0.13401514 -0.03344853 -0.05102268  0.35250282 -0.03849486
  0.00599653 -0.02148275 -0.15151283  0.40410623  0.2748398  -0.39508778
 -0.01829737  0.23717682 -0.13084614  0.08825444  0.07728135 -0.05296335
  0.24751753 -0.03218693  0.01259444  0.07147775]"
338,Command,"[-0.00334978 -0.01808796 -0.02160214  0.06500636 -0.06789519 -0.09930956
 -0.02845068  0.11770833  0.10483336  0.00028769 -0.28035077  0.056615
  0.09352649 -0.13233018  0.0055544  -0.12761636 -0.04720655  0.01483344
 -0.0021796  -0.11667822  0.08118524 -0.17845428  0.04327755  0.09391542
 -0.21925437  0.07400011  0.21899608 -0.0544922   0.00185776  0.07132781
  0.01983165  0.13040885  0.08209196 -0.13158163 -0.00236951 -0.15717319
  0.08359574  0.20126863  0.04560008  0.14065252 -0.2479235   0.01201574
 -0.03322203 -0.01969288  0.04608129 -0.0373882   0.14620335 -0.15167628
  0.25171924  0.09322995  0.0178015  -0.06140838  0.06078103  0.00714847
 -0.15082717 -0.06552389 -0.00990922 -0.01679361 -0.08861981 -0.17692116
 -0.16287184 -0.02992216 -0.01295664  0.05964909  0.04472869 -0.01410337
  0.02060426  0.11408767  0.21257454 -0.19088477 -0.10082172 -0.15946203
  0.11789592 -0.01325665  0.09612112  0.15811107  0.25095636  0.08046426
  0.13957347  0.13934466 -0.00904748 -0.02829514 -0.06904381  0.0623261
 -0.03612902  0.02033156 -0.06714658  0.27263096  0.20446898 -0.05019208
  0.08465236  0.0225611   0.02998939 -0.09027227 -0.02890019 -0.09409726
  0.2504416  -0.03341209 -0.07447569 -0.03315465]"
339,Command,"[-6.35383790e-03 -1.11242598e-02  8.36807117e-02 -9.22421813e-02
 -1.41622787e-02 -1.47730839e-02  1.67189375e-01  1.53643207e-03
 -1.02239940e-02 -9.97534618e-02 -7.21488968e-02 -1.27126843e-01
  1.13498248e-01  1.12440363e-01  2.38963664e-02  8.54101554e-02
  8.50142837e-02 -8.64704624e-02 -1.92322388e-01  1.45356162e-02
  4.98044491e-02  1.41006976e-01  1.00538485e-01  4.03387435e-02
 -9.15216804e-02 -4.37664464e-02  1.75468754e-02 -2.92643346e-02
  5.98584488e-02 -1.29054651e-01 -2.96188761e-02  4.62299697e-02
 -9.58531443e-03  2.28887331e-02  8.42240900e-02 -3.73351164e-02
  1.24495082e-01  2.09757701e-01 -9.53236446e-02 -6.06541894e-02
  5.32817803e-02 -6.51868582e-02 -4.77961563e-02  2.65166210e-03
  6.63624033e-02  2.07527906e-01 -2.85988431e-02 -9.22324210e-02
  6.94697425e-02 -4.60098162e-02 -8.67110938e-02  1.17712937e-01
  3.11179738e-02  1.74151603e-02 -3.64902578e-02 -1.67292468e-02
  2.65316642e-03  7.00375661e-02  1.50885776e-01 -1.30133675e-02
  3.19255069e-02  6.13012835e-02  1.25775129e-01 -4.45573330e-02
  3.38303708e-02 -8.89325142e-03  9.23498347e-02 -3.22578736e-02
 -4.55180183e-02 -4.64941785e-02 -1.96566984e-01  7.49619082e-02
 -2.58255918e-02 -7.05716535e-02  1.32027417e-01 -3.05485986e-02
 -1.02455005e-01 -5.72425984e-02  2.14851692e-01  1.23799890e-02
  1.66119739e-01  5.66414837e-03 -2.10771207e-02  5.26370145e-02
 -8.19383413e-02 -1.06098354e-02 -7.32158199e-02  1.11587420e-01
  2.64073480e-02  1.94284283e-02 -6.22675056e-03 -5.16403057e-02
  1.22728653e-01 -1.21781640e-01 -5.41497539e-05  8.30148607e-02
  1.29934505e-01 -6.81228116e-02 -1.18603269e-02  2.32789479e-02]"
